split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Goffs,2,,,-3.558,3.53,-0.397,3.432,,-1.494,9.675,-0.348,6.483,6.544,,,,
train,Goffs,0,,,-7.045,0.136,-3.345,5.553,,-3.576,4.126,-3.38,5.288,5.794,,,,
train,Goffs,2,,,-2.37,-1.953,-0.31,2.801,,-3.466,4.956,-0.367,6.996,18.3,,,,
train,Goffs,2,,,-3.563,-2.053,-0.308,3.37,,-2.551,8.424,-0.368,10.526,10.58,,,,
train,Goffs,2,,,0.124,-3.883,-1.056,2.819,,-5.382,-6.366,-0.311,6.085,9.687,,,,
train,Goffs,0,,,-3.553,6.084,-3.382,2.172,,-2.334,-5.703,-3.315,11.85,11.85,,,,
train,Goffs,2,,,-3.567,-0.646,-0.307,3.587,,-6.074,-5.18,-0.313,5.181,5.349,,,,
train,Goffs,0,,,0.028,-0.06,-3.371,1.553,,-3.546,8.724,-3.367,9.483,12.036,,,,
train,Goffs,2,,,-1.555,-3.915,-0.299,3.251,,-3.466,4.956,-0.367,9.075,10.175,,,,
train,Goffs,0,,,-7.885,5.517,-3.366,5.915,,-2.756,-7.205,-3.294,13.717,16.7,,,,
train,Goffs,2,,,-1.555,-3.915,-0.299,3.251,,-3.762,6.434,-0.393,10.583,11.669,,,,
train,Goffs,2,,,0.197,-0.661,-0.279,2.667,,-3.762,6.434,-0.393,8.126,20.588,,,,
train,Goffs,2,,,-8.038,-6.63,-0.322,5.996,,-2.37,-1.953,-0.31,7.348,9.843,,,,
train,Goffs,0,,,-2.366,-2.094,-3.353,5.315,,-5.075,6.09,-3.377,8.62,8.807,,,,
train,Goffs,2,,,-3.563,-2.053,-0.308,3.37,,-3.466,4.956,-0.367,7.01,7.01,,,,
train,Goffs,0,,,-5.463,2.099,-3.376,5.049,,-6.884,7.371,-3.372,5.46,10.127,,,,
train,Goffs,0,,,-0.496,7.696,-3.374,2.448,,-2.421,-3.794,-3.329,11.65,13.885,,,,
train,Goffs,2,,,-3.591,-3.089,-0.312,4.527,,-1.436,5.911,-0.394,9.254,11.909,,,,
train,Goffs,0,,,-3.636,0.379,-3.371,3.298,,-7.885,5.517,-3.366,6.667,9.086,,,,
train,Goffs,2,,,0.197,-0.661,-0.279,2.667,,-1.494,9.675,-0.348,10.474,24.217,,,,
train,Goffs,2,,,-8.038,-6.63,-0.322,5.996,,-1.913,-0.727,-0.302,8.506,8.535,,,,
train,Goffs,2,,,-5.382,-6.366,-0.311,1.948,,-1.494,9.675,-0.348,16.506,16.664,,,,
train,Goffs,2,,,-1.913,-0.727,-0.302,3.569,,-3.762,6.434,-0.393,7.397,18.477,,,,
train,Goffs,2,,,-5.062,-0.693,-0.308,5.547,,-3.466,4.956,-0.367,5.871,7.099,,,,
train,Goffs,0,,,-0.496,7.696,-3.374,2.448,,-6.884,7.371,-3.372,6.396,7.262,,,,
train,Goffs,0,,,-2.241,9.455,-3.346,3.377,,-7.885,5.517,-3.366,6.883,7.53,,,,
train,Goffs,2,,,-7.931,-4.269,-0.316,4.985,,-1.436,5.911,-0.394,12.076,16.124,,,,
train,Goffs,0,,,-7.045,0.136,-3.345,5.553,,-3.546,8.724,-3.367,9.274,10.392,,,,
train,Goffs,0,,,-2.8,7.617,-3.383,2.832,,-2.421,-3.794,-3.329,11.417,11.58,,,,
train,Goffs,2,,,-6.074,-5.18,-0.313,0.416,,-5.336,0.492,-0.305,5.719,8.06,,,,
train,Goffs,0,,,-1.574,0.165,-3.387,5.802,,-0.496,7.696,-3.374,7.608,11.665,,,,
train,Goffs,2,,,-3.466,4.956,-0.367,2.92,,-1.494,9.675,-0.348,5.114,5.114,,,,
train,Goffs,0,,,-3.546,8.724,-3.367,4.888,,-2.756,-7.205,-3.294,15.949,15.949,,,,
train,Goffs,2,,,-7.931,-4.269,-0.316,4.985,,-1.494,9.675,-0.348,15.358,17.368,,,,
train,Goffs,0,,,-1.574,0.165,-3.387,5.802,,-3.546,8.724,-3.367,8.784,10.419,,,,
train,Goffs,0,,,-8.258,2.111,-3.325,5.498,,-2.8,7.617,-3.383,7.753,12.381,,,,
train,Goffs,2,,,-3.591,-3.089,-0.312,4.527,,-2.551,8.424,-0.368,11.56,11.616,,,,
train,Goffs,2,,,-1.555,-3.915,-0.299,3.251,,-7.931,-4.269,-0.316,6.385,6.695,,,,
train,Goffs,2,,,-3.591,-3.089,-0.312,4.527,,-1.494,9.675,-0.348,12.935,13.16,,,,
train,Goffs,0,,,-5.463,2.099,-3.376,5.049,,-2.241,9.455,-3.346,8.031,10.934,,,,
train,Goffs,2,,,-2.37,-1.953,-0.31,2.801,,-2.551,8.424,-0.368,10.379,21.83,,,,
train,Goffs,0,,,-8.258,2.111,-3.325,5.498,,-2.334,-5.703,-3.315,9.805,15.235,,,,
train,Goffs,0,,,0.028,-0.06,-3.371,1.553,,-2.8,7.617,-3.383,8.181,10.977,,,,
train,Goffs,2,,,-4.584,-3.815,-0.312,0.013,,-3.558,3.53,-0.397,7.416,7.451,,,,
train,Goffs,2,,,-8.038,-6.63,-0.322,5.996,,-3.762,6.434,-0.393,13.746,14.817,,,,
train,Goffs,0,,,-1.574,0.165,-3.387,5.802,,-7.885,5.517,-3.366,8.275,11.16,,,,
train,Goffs,0,,,-0.54,4.173,-3.375,1.299,,-2.334,-5.703,-3.315,10.037,12.943,,,,
train,Goffs,2,,,-5.382,-6.366,-0.311,1.948,,-3.762,6.434,-0.393,12.903,13.035,,,,
train,Goffs,0,,,-0.471,5.903,-3.378,1.179,,-2.334,-5.703,-3.315,11.755,14.674,,,,
train,Goffs,2,,,-7.931,-4.269,-0.316,4.985,,-2.551,8.424,-0.368,13.786,15.784,,,,
train,Goffs,0,,,-7.045,0.136,-3.345,5.553,,-2.8,7.617,-3.383,8.602,9.346,,,,
train,Goffs,0,,,-8.258,2.111,-3.325,5.498,,-2.241,9.455,-3.346,9.495,14.289,,,,
train,Goffs,0,,,-2.366,-2.094,-3.353,5.315,,-0.496,7.696,-3.374,9.966,12.217,,,,
train,Goffs,0,,,-8.258,2.111,-3.325,5.498,,-3.553,6.084,-3.382,6.158,10.773,,,,
train,Goffs,2,,,-3.567,-0.646,-0.307,3.587,,-1.436,5.911,-0.394,6.895,9.468,,,,
train,Goffs,0,,,-2.366,-2.094,-3.353,5.315,,-7.045,0.136,-3.345,5.184,8.755,,,,
train,Goffs,2,,,-8.038,-6.63,-0.322,5.996,,-3.558,3.53,-0.397,11.103,11.906,,,,
train,Goffs,0,,,-1.574,0.165,-3.387,5.802,,-7.045,0.136,-3.345,5.472,8.125,,,,
train,Goffs,2,,,-1.555,-3.915,-0.299,3.251,,-3.502,1.731,-0.406,5.973,6.961,,,,
train,Goffs,2,,,-7.931,-4.269,-0.316,4.985,,-1.913,-0.727,-0.302,6.983,8.162,,,,
train,Goffs,0,,,-8.258,2.111,-3.325,5.498,,-0.54,4.173,-3.375,7.988,11.851,,,,
train,Goffs,0,,,-1.67,1.484,-3.392,3.176,,-6.884,7.371,-3.372,7.864,11.831,,,,
train,Goffs,0,,,-1.67,1.484,-3.392,3.176,,-8.34,0.399,-3.324,6.758,10.698,,,,
train,Goffs,0,,,-3.636,0.379,-3.371,3.298,,-2.8,7.617,-3.383,7.286,7.286,,,,
train,Goffs,0,,,0.028,-0.06,-3.371,1.553,,-8.34,0.399,-3.324,8.381,10.992,,,,
train,Goffs,0,,,-8.34,0.399,-3.324,4.631,,-3.546,8.724,-3.367,9.607,11.7,,,,
train,Goffs,2,,,-1.855,-6.152,-0.291,0.275,,-8.038,-6.63,-0.322,6.201,10.409,,,,
train,Goffs,0,,,-7.885,5.517,-3.366,5.915,,-2.334,-5.703,-3.315,12.518,15.245,,,,
train,Goffs,0,,,-0.496,7.696,-3.374,2.448,,-1.184,-7.198,-3.297,14.91,17.455,,,,
train,Wilkinsburg,2,,,-2.932,-4.629,-0.371,1.63,,-6.64,6.269,-0.362,11.512,13.369,,,,
train,Wilkinsburg,0,,,-0.063,-0.024,-3.009,1.45,,-6.838,0.718,-3.024,6.815,7.522,,,,
train,Wilkinsburg,2,,,0.782,3.684,-0.387,3.628,,-1.466,-2.411,-0.569,6.499,8.464,,,,
train,Wilkinsburg,0,,,-7.361,-1.049,-3.014,5.048,,-12.46,-2.962,-2.979,5.446,8.869,,,,
train,Wilkinsburg,2,,,-13.156,-2.514,-0.4,4.793,,-4.987,-3.244,-0.388,8.202,12.753,,,,
train,Wilkinsburg,0,,,-3.552,2.796,-3.021,3,,-13.283,-0.426,-2.977,10.251,11.934,,,,
train,Wilkinsburg,2,,,-12.955,1.92,-0.403,5.51,,-7.635,-2.143,-0.412,6.693,7.575,,,,
train,Wilkinsburg,2,,,-9.382,-0.804,-0.418,5.045,,-2.932,-4.629,-0.371,7.499,9.583,,,,
train,Wilkinsburg,2,,,-9.382,-0.804,-0.418,5.045,,-4.66,2.374,-0.409,5.692,7.751,,,,
train,Wilkinsburg,0,,,-5.35,0.496,-3.025,3.812,,-12.46,-2.962,-2.979,7.907,15.131,,,,
train,Wilkinsburg,2,,,-13.156,-2.514,-0.4,4.793,,-6.778,4.27,-0.376,9.311,11.568,,,,
train,Wilkinsburg,2,,,-10.706,-0.536,-0.416,4.298,,-2.932,-4.629,-0.371,8.786,10.896,,,,
train,Wilkinsburg,0,,,-0.019,-2.51,-3.004,0.605,,-6.568,2.652,-3.016,8.339,9.302,,,,
train,Wilkinsburg,2,,,-12.955,1.92,-0.403,5.51,,-8.361,-0.744,-0.421,5.31,5.999,,,,
train,Wilkinsburg,2,,,-14.67,1.945,-0.395,6.163,,-4.512,-0.492,-0.44,10.447,11.552,,,,
train,Wilkinsburg,0,,,-3.552,2.796,-3.021,3,,-7.361,-1.049,-3.014,5.413,5.731,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-14.86,0.973,-2.95,14.926,19.494,,,,
train,Wilkinsburg,0,,,0.169,2.972,-2.997,1.276,,-12.903,-1.708,-2.98,13.884,19.911,,,,
train,Wilkinsburg,0,,,-1.612,-0.62,-3.021,5.029,,-6.568,2.652,-3.016,5.938,6.115,,,,
train,Wilkinsburg,2,,,-12.955,1.92,-0.403,5.51,,-4.016,-1.824,-0.397,9.691,11.258,,,,
train,Wilkinsburg,2,,,-9.382,-0.804,-0.418,5.045,,-2.786,-2.881,-0.39,6.915,7.829,,,,
train,Wilkinsburg,2,,,-1.334,-0.937,-0.419,1.898,,-3.628,6.322,-0.417,7.612,11.601,,,,
train,Wilkinsburg,2,,,-3.535,-0.555,-0.441,2.904,,-9.915,6.062,-0.349,9.192,11.995,,,,
train,Wilkinsburg,2,,,-11.885,-1.955,-0.403,4.801,,-2.932,-4.629,-0.371,9.344,13.272,,,,
train,Wilkinsburg,2,,,-2.425,-0.515,-0.432,2.788,,-2.05,6.462,-0.418,6.987,9.826,,,,
train,Wilkinsburg,0,,,-1.624,-2.166,-3.014,5.719,,-7.361,-1.049,-3.014,5.845,9.366,,,,
train,Wilkinsburg,0,,,-8.11,0.681,-3.015,2.321,,-12.903,-1.708,-2.98,5.355,7.519,,,,
train,Wilkinsburg,2,,,-13.156,-2.514,-0.4,4.793,,-8.361,-0.744,-0.421,5.112,6.14,,,,
train,Wilkinsburg,2,,,-12.365,0.184,-0.403,5.036,,-8.127,5.949,-0.373,7.156,12.046,,,,
train,Wilkinsburg,0,,,-8.127,-0.34,-3.011,4.211,,-12.46,-2.962,-2.979,5.065,7.827,,,,
train,Wilkinsburg,2,,,-11.72,-0.603,-0.404,4.327,,-6.64,6.269,-0.362,8.546,10.82,,,,
train,Wilkinsburg,0,,,-7.361,-1.049,-3.014,5.048,,-12.903,-1.708,-2.98,5.58,7.54,,,,
train,Wilkinsburg,2,,,-2.786,-2.881,-0.39,1.818,,-8.529,4.323,-0.37,9.212,10.577,,,,
train,Wilkinsburg,2,,,-14.67,1.945,-0.395,6.163,,-8.754,1.824,-0.389,5.918,11.554,,,,
train,Wilkinsburg,2,,,-12.365,0.184,-0.403,5.036,,-4.987,-3.244,-0.388,8.136,10.796,,,,
train,Wilkinsburg,2,,,-7.635,-2.143,-0.412,2.757,,-8.127,5.949,-0.373,8.107,8.394,,,,
train,Wilkinsburg,2,,,-9.382,-0.804,-0.418,5.045,,-4.236,-4.873,-0.375,6.561,9.469,,,,
train,Wilkinsburg,2,,,-13.156,-2.514,-0.4,4.793,,-8.754,1.824,-0.389,6.18,9.98,,,,
train,Wilkinsburg,2,,,-13.156,-2.514,-0.4,4.793,,-6.64,6.269,-0.362,10.937,13.571,,,,
train,Wilkinsburg,2,,,-13.007,3.78,-0.383,5.494,,-8.361,-0.744,-0.421,6.484,7.818,,,,
train,Wilkinsburg,0,,,-1.624,-2.166,-3.014,5.719,,-12.903,-1.708,-2.98,11.288,16.906,,,,
train,Wilkinsburg,0,,,0.169,2.972,-2.997,1.276,,-8.127,-0.34,-3.011,8.932,13.413,,,,
train,Wilkinsburg,0,,,-8.572,1.65,-3.012,3.936,,-12.903,-1.708,-2.98,5.48,8.537,,,,
train,Wilkinsburg,2,,,0.336,1.551,-0.401,4.807,,-1.459,-3.288,-0.385,5.162,6.347,,,,
train,Wilkinsburg,0,,,-6.568,2.652,-3.016,1.578,,-12.391,-0.346,-2.986,6.549,9.092,,,,
train,Wilkinsburg,2,,,-8.149,-3.291,-0.408,1.625,,-2.786,-2.881,-0.39,5.379,8.551,,,,
train,Wilkinsburg,2,,,-4.512,-0.492,-0.44,3.065,,-9.915,6.062,-0.349,8.494,11.018,,,,
train,Wilkinsburg,2,,,-7.128,-0.484,-0.421,2.791,,-6.64,6.269,-0.362,6.771,6.771,,,,
train,Wilkinsburg,0,,,-0.063,-0.024,-3.009,1.45,,-8.572,1.65,-3.012,8.672,12.323,,,,
train,Wilkinsburg,2,,,-11.885,-1.955,-0.403,4.801,,-3.535,-0.555,-0.441,8.467,9.547,,,,
train,Wilkinsburg,2,,,-2.425,-0.515,-0.432,2.788,,-1.521,4.492,-0.418,5.088,5.088,,,,
train,Wilkinsburg,2,,,-7.635,-2.143,-0.412,2.757,,-6.778,4.27,-0.376,6.469,6.469,,,,
train,Wilkinsburg,0,,,-6.838,0.718,-3.024,2.464,,-14.86,0.973,-2.95,8.027,10.637,,,,
train,Wilkinsburg,2,,,-7.177,0.854,-0.406,3.882,,-8.127,5.949,-0.373,5.183,6.024,,,,
train,Wilkinsburg,2,,,0.327,-0.772,-0.41,3.578,,-2.05,6.462,-0.418,7.615,11.328,,,,
train,Wilkinsburg,0,,,-0.019,-2.51,-3.004,0.605,,-7.361,-1.049,-3.014,7.486,11.007,,,,
train,Wilkinsburg,2,,,-14.67,1.945,-0.395,6.163,,-8.364,2.918,-0.383,6.381,12.555,,,,
train,Wilkinsburg,2,,,-1.334,-0.937,-0.419,1.898,,-2.755,4.344,-0.427,5.469,8.042,,,,
train,Wilkinsburg,0,,,-0.019,-2.51,-3.004,0.605,,-14.86,0.973,-2.95,15.244,19.801,,,,
train,Wilkinsburg,0,,,-1.624,-2.166,-3.014,5.719,,-12.46,-2.962,-2.979,10.865,18.235,,,,
train,Wilkinsburg,2,,,-2.786,-2.881,-0.39,1.818,,-9.915,6.062,-0.349,11.437,13.966,,,,
train,Wilkinsburg,2,,,-8.149,-3.291,-0.408,1.625,,-8.127,5.949,-0.373,9.24,9.647,,,,
train,Wilkinsburg,0,,,-0.063,-0.024,-3.009,1.45,,-6.568,2.652,-3.016,7.034,7.661,,,,
train,Wilkinsburg,2,,,-2.786,-2.881,-0.39,1.818,,-8.127,5.949,-0.373,10.319,12.173,,,,
train,Wilkinsburg,2,,,-12.365,0.184,-0.403,5.036,,-5.757,-0.525,-0.445,6.645,6.757,,,,
train,Wilkinsburg,0,,,-5.35,0.496,-3.025,3.812,,-12.49,0.756,-2.985,7.145,12.674,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-13.283,-0.426,-2.977,13.456,16.903,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-12.391,-0.346,-2.986,12.561,16.007,,,,
train,Wilkinsburg,2,,,0.327,-0.772,-0.41,3.578,,-1.521,4.492,-0.418,5.579,5.717,,,,
train,Wilkinsburg,0,,,-0.063,-0.024,-3.009,1.45,,-8.11,0.681,-3.015,8.078,11.251,,,,
train,Wilkinsburg,0,,,-6.568,2.652,-3.016,1.578,,-12.903,-1.708,-2.98,7.69,11.325,,,,
train,Wilkinsburg,2,,,-11.885,-1.955,-0.403,4.801,,-4.512,-0.492,-0.44,7.517,8.57,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-8.127,-0.34,-3.011,8.352,11.743,,,,
train,Wilkinsburg,0,,,-1.624,-2.166,-3.014,5.719,,-6.838,0.718,-3.024,5.958,7.523,,,,
train,Wilkinsburg,0,,,-3.894,0.906,-3.029,3.608,,-12.391,-0.346,-2.986,8.588,10.1,,,,
train,Wilkinsburg,2,,,-8.288,-4.373,-0.461,1.755,,-8.364,2.918,-0.383,7.292,7.678,,,,
train,Wilkinsburg,0,,,-8.11,0.681,-3.015,2.321,,-13.283,-0.426,-2.977,5.29,6.182,,,,
train,Wilkinsburg,2,,,-11.885,-1.955,-0.403,4.801,,-7.177,0.854,-0.406,5.482,6.74,,,,
train,Wilkinsburg,2,,,-10.706,-0.536,-0.416,4.298,,-6.64,6.269,-0.362,7.928,9.805,,,,
train,Wilkinsburg,2,,,-12.955,1.92,-0.403,5.51,,-8.127,5.949,-0.373,6.289,13.88,,,,
train,Wilkinsburg,2,,,-1.521,4.492,-0.418,2.727,,-1.459,-3.288,-0.385,7.78,8.217,,,,
train,Wilkinsburg,2,,,-9.382,-0.804,-0.418,5.045,,-9.821,4.177,-0.38,5.001,11.393,,,,
train,Wilkinsburg,2,,,-4.236,-4.873,-0.375,0.484,,-7.177,0.854,-0.406,6.438,7.812,,,,
train,Wilkinsburg,2,,,-12.365,0.184,-0.403,5.036,,-7.635,-2.143,-0.412,5.271,5.741,,,,
train,Wilkinsburg,2,,,-3.535,-0.555,-0.441,2.904,,-9.821,4.177,-0.38,7.868,12.654,,,,
train,Wilkinsburg,2,,,-11.72,-0.603,-0.404,4.327,,-9.915,6.062,-0.349,6.905,13.045,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-8.572,1.65,-3.012,8.64,13.658,,,,
train,Wilkinsburg,2,,,-2.01,3.215,-0.425,4.792,,-1.459,-3.288,-0.385,6.527,6.871,,,,
train,Wilkinsburg,2,,,-2.932,-4.629,-0.371,1.63,,-9.915,6.062,-0.349,12.769,15.72,,,,
train,Wilkinsburg,2,,,-4.236,-4.873,-0.375,0.484,,-9.821,4.177,-0.38,10.635,16.264,,,,
train,Wilkinsburg,2,,,-11.72,-0.603,-0.404,4.327,,-4.66,2.374,-0.409,7.662,10.079,,,,
train,Wilkinsburg,2,,,-8.149,-3.291,-0.408,1.625,,-3.535,-0.555,-0.441,5.365,6.581,,,,
train,Wilkinsburg,0,,,-0.019,-2.51,-3.004,0.605,,-9.765,3.791,-3.001,11.605,17.759,,,,
train,Wilkinsburg,0,,,-5.142,3.07,-3.017,0.789,,-10.255,1.741,-3.006,5.283,9.386,,,,
train,Wilkinsburg,2,,,0.782,3.684,-0.387,3.628,,-1.459,-3.288,-0.385,7.323,9.332,,,,
train,Wilkinsburg,2,,,-10.706,-0.536,-0.416,4.298,,-3.535,-0.555,-0.441,7.172,7.172,,,,
train,Wilkinsburg,2,,,-11.885,-1.955,-0.403,4.801,,-8.364,2.918,-0.383,6.012,9.574,,,,
train,Wilkinsburg,2,,,-2.932,-4.629,-0.371,1.63,,-8.364,2.918,-0.383,9.299,10.917,,,,
train,Wilkinsburg,2,,,-2.05,6.462,-0.418,0.265,,-1.459,-3.288,-0.385,9.768,12.696,,,,
train,Wilkinsburg,0,,,0.061,1.305,-3.009,5.489,,-6.838,0.718,-3.024,6.924,8.857,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,0.812,-4.447,-0.303,5.039,5.039,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,3.541,-1.141,-0.307,5.766,6.634,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,1.979,0.07,-0.669,5.574,6.382,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,1.932,-0.529,-0.666,5.096,5.79,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,3.221,-2.807,-0.303,5.913,5.944,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,3.541,-1.141,-0.307,5.967,5.972,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,3.221,-2.807,-0.303,5,5.364,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,3.221,-2.807,-0.303,4.886,5.713,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,3.541,-1.141,-0.307,4.853,5.386,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,3.221,-2.807,-0.303,4.729,4.729,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,1.979,0.07,-0.669,4.679,5.176,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,3.541,-1.141,-0.307,4.581,6.321,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,0.812,-4.447,-0.303,4.532,4.532,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,0.812,-4.447,-0.303,4.508,5.556,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,-1.58,-4.204,-0.304,4.495,5.003,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,1.745,-2.433,-0.304,4.422,4.422,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,3.541,-1.141,-0.307,4.287,4.765,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,3.221,-2.807,-0.303,4.244,6.737,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,1.979,0.07,-0.669,4.195,6.961,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,1.932,-0.529,-0.666,4.124,6.369,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,1.932,-0.529,-0.666,4.091,4.583,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,-1.58,-4.204,-0.304,3.979,3.979,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,1.128,-2.453,-0.302,3.896,3.896,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,-1.58,-4.204,-0.304,3.862,3.862,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,3.541,-1.141,-0.307,3.86,3.958,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,1.745,-2.433,-0.304,3.768,3.842,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,3.541,-1.141,-0.307,3.689,7.344,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,0.812,-4.447,-0.303,3.685,3.685,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,1.979,0.07,-0.669,3.628,5.75,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,1.745,-2.433,-0.304,3.459,4.191,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,1.932,-0.529,-0.666,3.378,5.157,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,3.221,-2.807,-0.303,3.321,3.351,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,1.979,0.07,-0.669,3.292,4.369,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,1.128,-2.453,-0.302,3.225,3.225,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,1.745,-2.433,-0.304,3.21,3.21,,,,
train,Barboursville,0,,,3.221,-2.807,-0.303,2.246,,1.979,0.07,-0.669,3.155,3.155,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,1.128,-2.453,-0.302,3.016,3.574,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,1.979,0.07,-0.669,2.979,6.731,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,1.745,-2.433,-0.304,2.97,5.215,,,,
train,Barboursville,0,,,-2.175,-0.388,-0.312,0.707,,-0.083,-2.468,-0.298,2.95,2.95,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,1.932,-0.529,-0.666,2.922,6.138,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,3.221,-2.807,-0.303,2.914,4.158,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,1.932,-0.529,-0.666,2.821,3.776,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,-1.58,-4.204,-0.304,2.789,2.789,,,,
train,Barboursville,0,,,1.128,-2.453,-0.302,1.361,,3.541,-1.141,-0.307,2.747,2.747,,,,
train,Barboursville,0,,,1.128,-2.453,-0.302,1.361,,1.979,0.07,-0.669,2.688,3.158,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,1.128,-2.453,-0.302,2.681,4.597,,,,
train,Barboursville,0,,,3.221,-2.807,-0.303,2.246,,1.932,-0.529,-0.666,2.643,2.643,,,,
train,Barboursville,0,,,-1.304,-1.429,-0.301,5.57,,1.128,-2.453,-0.302,2.639,2.639,,,,
train,Barboursville,0,,,1.745,-2.433,-0.304,1.56,,1.979,0.07,-0.669,2.54,2.54,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,-0.083,-2.468,-0.298,2.464,3.386,,,,
train,Barboursville,0,,,-1.58,-4.204,-0.304,5.926,,0.812,-4.447,-0.303,2.404,2.404,,,,
train,Barboursville,0,,,-0.957,-0.274,-0.306,3.261,,-0.083,-2.468,-0.298,2.362,2.362,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,-1.58,-4.204,-0.304,2.292,2.292,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,-2.175,-0.388,-0.312,2.239,2.239,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,1.745,-2.433,-0.304,2.22,2.636,,,,
train,Barboursville,0,,,1.745,-2.433,-0.304,1.56,,3.541,-1.141,-0.307,2.212,2.212,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,0.812,-4.447,-0.303,2.171,2.171,,,,
train,Barboursville,0,,,1.128,-2.453,-0.302,1.361,,3.221,-2.807,-0.303,2.122,2.14,,,,
train,Barboursville,0,,,1.128,-2.453,-0.302,1.361,,1.932,-0.529,-0.666,2.117,2.565,,,,
train,Barboursville,0,,,0.812,-4.447,-0.303,1.114,,1.128,-2.453,-0.302,2.018,2.018,,,,
train,Barboursville,0,,,3.541,-1.141,-0.307,1.46,,1.979,0.07,-0.669,2.009,2.359,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,1.932,-0.529,-0.666,2.003,7.162,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,1.979,0.07,-0.669,1.983,7.755,,,,
train,Barboursville,0,,,0.031,-0.007,-0.308,1.568,,-1.304,-1.429,-0.301,1.95,2.23,,,,
train,Barboursville,0,,,1.745,-2.433,-0.304,1.56,,1.932,-0.529,-0.666,1.947,1.947,,,,
train,Barboursville,0,,,-0.083,-2.468,-0.298,0.191,,1.745,-2.433,-0.304,1.829,1.829,,,,
