 startX, startY, startZ, goalX, goalY, goalZ
3.759,1.357,-0.288,14.442,1.459,-0.262
0.289,3.194,-0.309,8.131,3.225,-0.278
-2.555,3.113,-0.3,5.515,3.185,-0.287
0.085,6.266,-0.294,3.759,1.357,-0.288
-2.608,4.151,-0.314,4.49,4.169,-0.291
13.152,5.485,-0.265,17.305,1.764,-0.265
3.133,6.823,-0.286,15.629,1.568,-0.262
4.435,6.228,-0.29,13.152,5.485,-0.265
5.534,6.547,-0.281,10.096,1.946,-0.26
-0.401,4.522,-0.304,7.816,6.552,-0.283
-0.447,0.077,-0.313,15.629,1.568,-0.262
3.759,1.357,-0.288,11.378,6.339,-0.539
-0.401,4.522,-0.304,14.388,2.58,-0.742
0.631,4.421,-0.306,14.442,1.459,-0.262
-0.401,4.522,-0.304,14.442,1.459,-0.262
3.133,6.823,-0.286,6.688,3.185,-0.285
-3.508,4.85,-0.319,14.427,2.137,-0.743
-0.435,1.603,-0.317,13.152,5.485,-0.265
2.136,4.751,-0.295,8.131,3.225,-0.278
9.747,5.082,-0.282,14.388,2.58,-0.742
0.085,6.266,-0.294,8.131,3.225,-0.278
0.085,6.266,-0.294,14.427,2.137,-0.743
-0.435,1.603,-0.317,14.34,2.829,-0.362
-1.904,-0.42,-0.299,-0.401,4.522,-0.304
3.807,3.304,-0.298,10.387,6.29,-0.535
-0.447,0.077,-0.313,7.816,6.552,-0.283
-4.418,5.428,-0.325,9.747,5.082,-0.282
-2.555,3.113,-0.3,9.728,3.154,-0.27
-2.555,3.113,-0.3,15.629,1.568,-0.262
-3.48,6.019,-0.333,12.4,1.54,-0.259
-0.343,6.3,-0.292,10.096,1.946,-0.26
0.786,-0.266,-0.309,5.515,3.185,-0.287
-4.418,5.428,-0.325,7.807,8.516,-0.275
0.628,6.197,-0.295,17.305,1.764,-0.265
-3.48,6.019,-0.333,11.378,6.339,-0.539
-0.435,1.603,-0.317,13.506,1.438,-0.264
7.939,0.885,-0.275,4.695,7.761,-0.269
7.816,6.552,-0.283,12.4,1.54,-0.259
0.085,6.266,-0.294,12.4,1.54,-0.259
-1.904,-0.42,-0.299,11.928,2.882,-0.256
7.816,6.552,-0.283,17.305,1.764,-0.265
0.628,6.197,-0.295,11.928,2.882,-0.256
-0.435,1.603,-0.317,7.807,8.516,-0.275
-2.243,1.387,-0.301,-0.343,6.3,-0.292
3.133,6.823,-0.286,9.728,3.154,-0.27
-0.401,4.522,-0.304,12.4,1.54,-0.259
4.49,4.169,-0.291,11.378,6.339,-0.539
2.099,3.392,-0.304,8.806,6.262,-0.54
6.688,3.185,-0.285,11.378,6.339,-0.539
-2.243,1.387,-0.301,4.435,6.228,-0.29
3.133,6.823,-0.286,11.378,6.339,-0.539
4.49,4.169,-0.291,13.152,5.485,-0.265
7.939,0.885,-0.275,13.506,1.438,-0.264
-1.904,-0.42,-0.299,10.096,1.946,-0.26
-0.435,1.603,-0.317,11.09,0.922,-0.251
-0.447,0.077,-0.313,17.305,1.764,-0.265
-2.555,3.113,-0.3,14.34,2.829,-0.362
-3.48,6.019,-0.333,15.629,1.568,-0.262
0.631,4.421,-0.306,10.387,6.29,-0.535
0.786,-0.266,-0.309,2.187,5.893,-0.292
-1.361,2.797,-0.311,10.096,1.946,-0.26
-4.418,5.428,-0.325,14.34,2.829,-0.362
-4.614,1.956,-0.127,-6.791,-12.574,-0.141
0.051,1.748,-0.138,2.533,7.894,-0.082
-3.931,0.725,-0.147,-8.054,-10.858,-0.15
-0.124,-4.34,-0.12,-3.931,0.725,-0.147
5.161,7.712,-0.056,-3.931,0.725,-0.147
-2.204,-7.223,-0.16,-7.637,-7.332,-0.143
6.532,6.037,-0.053,-0.158,-3.501,-0.134
-4.526,1.515,-3.231,-3.629,-9.007,-3.256
-4.51,-6.139,-0.163,1.913,6.237,-0.096
-6.167,-4.696,-3.247,-4.312,-10.821,-3.23
-8.978,-4.925,-3.241,-10.702,-10.873,-3.232
-0.604,2.522,-0.122,2.533,7.894,-0.082
-8.936,-2.956,-3.239,-0.624,-5.968,-3.251
-0.124,-4.34,-0.12,-4.614,1.956,-0.127
-4.536,-4.584,-0.159,-1.16,0.231,-0.155
-8.936,-2.956,-3.239,-8.804,-9.51,-3.249
-0.817,3.782,-0.111,-3.853,-8.84,-0.174
-1.16,0.231,-0.155,2.724,4.529,-0.099
2.724,4.529,-0.099,-2.676,-9.079,-0.161
-3.266,0.091,-0.156,-5.33,-9.4,-0.173
-4.526,1.515,-3.231,-0.713,-7.592,-3.248
-5.916,-0.184,-3.243,-4.273,-6.099,-3.263
2.778,9.919,-0.053,-2.678,1.842,-0.127
-4.536,-4.584,-0.159,-0.467,1.064,-0.14
6.532,6.037,-0.053,-0.416,-1.904,-0.145
-6.094,-7.98,-3.254,0.084,-10.247,-3.225
-3.736,-0.488,-3.254,-0.624,-5.968,-3.251
-5.747,1.254,-3.235,-10.173,-9.622,-3.231
-3.266,0.091,-0.156,-3.853,-8.84,-0.174
-4.514,-3.817,-3.257,-0.703,-8.863,-3.244
1.692,9.212,-0.076,-6.193,-8,-0.17
-0.467,1.064,-0.14,-7.149,-9.178,-0.17
-2.175,-0.464,-0.153,-2.204,-7.223,-0.16
-1.16,0.231,-0.155,-6.386,-7.053,-0.164
-8.936,-2.956,-3.239,-4.273,-6.099,-3.263
-0.604,2.522,-0.122,-6.184,-8.771,-0.18
-4.514,-3.817,-3.257,-5.965,-11.331,-3.231
-5.747,1.254,-3.235,-4.203,-6.148,-3.262
-4.536,-4.584,-0.159,1.913,6.237,-0.096
-3.736,-0.488,-3.254,-10.702,-10.873,-3.232
2.778,9.919,-0.053,-0.97,-0.74,-0.154
-2.175,-0.464,-0.153,5.125,4.881,-0.086
-5.965,-11.331,-3.231,0.084,-10.247,-3.225
5.161,7.712,-0.056,-5.33,-9.4,-0.173
2.778,9.919,-0.053,-8.054,-10.858,-0.15
-2.204,-7.223,-0.16,1.913,6.237,-0.096
-2.676,-9.079,-0.161,-7.637,-7.332,-0.143
-0.817,3.782,-0.111,5.125,4.881,-0.086
-2.204,-7.223,-0.16,0.051,1.748,-0.138
0.051,1.748,-0.138,-3.853,-8.84,-0.174
-6.167,-4.696,-3.247,-7.866,-11.484,-3.227
-0.124,-4.34,-0.12,-6.193,-8,-0.17
-3.222,-7.137,-0.166,-0.416,-1.904,-0.145
1.692,9.212,-0.076,-5.33,-9.4,-0.173
1.833,3.431,-0.114,-2.251,-8.604,-0.162
-0.124,-4.34,-0.12,-2.678,1.842,-0.127
1.833,3.431,-0.114,-0.124,-4.34,-0.12
-4.536,-4.584,-0.159,1.833,3.431,-0.114
-3.277,1.504,-3.23,-2.806,-7.476,-3.25
-4.514,-3.817,-3.257,-10.702,-10.873,-3.232
-8.019,0.101,-3.224,-6.167,-4.696,-3.247
-2.175,-0.464,-0.153,0.287,8.408,-0.092
-3.931,0.725,-0.147,-6.193,-8,-0.17
-3.277,1.504,-3.23,-4.273,-6.099,-3.263
-4.514,-3.817,-3.257,-4.312,-10.821,-3.23
-4.526,1.515,-3.231,1.009,-6.906,-3.227
-4.514,-3.817,-3.257,-0.713,-7.592,-3.248
4.085,6.342,-0.08,-6.386,-7.053,-0.164
-0.817,3.782,-0.111,-0.124,-4.34,-0.12
1.833,3.431,-0.114,-6.184,-8.771,-0.18
4.085,6.342,-0.08,-6.791,-12.574,-0.141
0.051,1.748,-0.138,-8.054,-10.858,-0.15
-5.916,-0.184,-3.243,-4.312,-10.821,-3.23
-0.703,-8.863,-3.244,-8.804,-9.51,-3.249
-3.266,0.091,-0.156,1.913,6.237,-0.096
-3.736,-0.488,-3.254,-8.804,-9.51,-3.249
-5.672,-3.737,-3.254,-1.085,-11.412,-3.223
4.085,6.342,-0.08,-4.614,1.956,-0.127
-3.222,-7.137,-0.166,-0.817,3.782,-0.111
-0.97,-0.74,-0.154,-5.33,-9.4,-0.173
-6.094,-7.98,-3.254,-0.624,-5.968,-3.251
5.161,7.712,-0.056,-7.149,-9.178,-0.17
5.125,4.881,-0.086,-0.416,-1.904,-0.145
-0.817,3.782,-0.111,-6.436,1.933,-0.11
-4.51,-6.139,-0.163,-3.931,0.725,-0.147
-2.204,-7.223,-0.16,-0.97,-0.74,-0.154
-8.978,-4.925,-3.241,-4.312,-10.821,-3.23
-5.916,-0.184,-3.243,-5.824,-6.449,-3.255
-5.747,1.254,-3.235,-0.665,-5.058,-3.245
-2.676,-9.079,-0.161,-6.791,-12.574,-0.141
-0.624,-5.968,-3.251,-10.173,-9.622,-3.231
-5.916,-0.184,-3.243,-8.978,-4.925,-3.241
-3.266,0.091,-0.156,1.692,9.212,-0.076
6.532,6.037,-0.053,1.692,9.212,-0.076
-4.614,1.956,-0.127,-6.919,-10.864,-0.159
-5.916,-0.184,-3.243,-3.629,-9.007,-3.256
-4.444,-1.533,-3.253,-4.312,-10.821,-3.23
0.287,8.408,-0.092,-6.184,-8.771,-0.18
0.287,8.408,-0.092,-8.054,-10.858,-0.15
-3.222,-7.137,-0.166,5.161,7.712,-0.056
-45.581,-1.981,-0.122,1.829,6.308,-0.018
0.219,6.036,-0.069,-13.176,6.082,-0.185
0.235,2.41,-0.055,-38.392,5.899,-0.154
-52.253,5.02,-0.025,-30.949,5.907,-0.185
-2.965,-3.366,-0.076,-17.93,5.84,-0.195
-34.448,5.981,-0.157,-28.309,5.76,-0.192
-2.588,-0.55,-0.082,-21.33,5.641,-0.202
-9.225,-0.591,-0.126,0.323,3.36,-0.067
-9.225,-0.591,-0.126,-38.033,5.899,-0.181
-9.027,6.08,-0.181,-47.723,4.534,-0.094
-2.512,6.198,-0.127,-12.094,6.155,-0.194
-21.124,5.704,-0.201,-46.251,-9.402,-0.103
0.333,4.039,-0.067,-45.336,2.156,-0.112
-5.527,6.18,-0.157,-51.302,5.146,-0.048
-12.094,6.155,-0.194,-41.432,3.099,-0.132
-25.644,5.776,-0.199,-34.448,5.981,-0.157
-0.049,-0.271,-0.051,-47.723,4.534,-0.094
0.323,3.36,-0.067,-24.387,5.692,-0.199
-16.592,6.023,-0.189,-46.621,4.699,-0.121
-38.033,5.899,-0.181,-17.93,5.84,-0.195
0.204,-3.109,-0.028,-16.592,6.023,-0.189
0.323,3.36,-0.067,-45.462,0.132,-0.127
-6.306,-3.351,-0.093,-16.592,6.023,-0.189
-42.108,5.055,-0.136,-12.094,6.155,-0.194
-25.644,5.776,-0.199,-45.173,-6.468,-0.114
0.204,-3.109,-0.028,-42.29,-1.353,-0.139
-34.448,5.981,-0.157,-12.094,6.155,-0.194
-9.258,2.144,-0.139,-14.891,6.068,-0.189
-47.723,4.534,-0.094,-24.39,5.691,-0.2
-2.512,6.198,-0.127,-50.247,4.791,-0.061
-2.588,-0.55,-0.082,-41.542,5.07,-0.16
-42.051,2.107,-0.143,-43.161,-9.204,-0.119
-43.161,-9.204,-0.119,-49.324,5.079,-0.055
-6.259,2.326,-0.122,-45.336,2.156,-0.112
-9.258,2.144,-0.139,-45.581,-1.981,-0.122
-30.949,5.907,-0.185,1.829,6.308,-0.018
-42.987,-5.272,-0.125,-24.387,5.692,-0.199
-16.592,6.023,-0.189,-52.308,4.614,-0.019
-6.348,-0.505,-0.121,-16.592,6.023,-0.189
-52.308,4.614,-0.019,-14.891,6.068,-0.189
-2.965,-3.366,-0.076,-5.527,6.18,-0.157
-6.306,-3.351,-0.093,-25.644,5.776,-0.199
-6.348,-0.505,-0.121,0.323,3.36,-0.067
-45.462,0.132,-0.127,-21.33,5.641,-0.202
-38.392,5.899,-0.154,-46.251,-9.402,-0.103
-2.965,-3.366,-0.076,-12.094,6.155,-0.194
-0.049,-0.271,-0.051,-41.432,3.099,-0.132
-30.181,5.787,-0.182,2.864,7.641,0.01
-45.173,-6.468,-0.114,2.864,7.641,0.01
-0.049,-0.271,-0.051,-48.337,5.626,-0.107
-2.588,-0.55,-0.082,-9.175,-3.393,-0.129
-2.965,-3.366,-0.076,2.864,7.641,0.01
-6.306,-3.351,-0.093,-50.247,4.791,-0.061
-0.049,-0.271,-0.051,-12.094,6.155,-0.194
-9.175,-3.393,-0.129,-9.027,6.08,-0.181
0.333,4.039,-0.067,-14.891,6.068,-0.189
-45.462,0.132,-0.127,-34.448,5.981,-0.157
-43.161,-9.204,-0.119,-44.041,5.972,-0.136
0.204,-3.109,-0.028,-25.644,5.776,-0.199
0.235,2.41,-0.055,-5.527,6.18,-0.157
-9.027,6.08,-0.181,-30.949,5.907,-0.185
0.333,4.039,-0.067,-46.251,-9.402,-0.103
0.204,-3.109,-0.028,-24.387,5.692,-0.199
-9.225,-0.591,-0.126,-28.309,5.76,-0.192
-47.723,4.534,-0.094,-12.094,6.155,-0.194
-38.033,5.899,-0.181,-24.39,5.691,-0.2
0.235,2.41,-0.055,-48.337,5.626,-0.107
0.204,-3.109,-0.028,-14.891,6.068,-0.189
-30.181,5.787,-0.182,-45.337,2.157,-0.112
-34.232,5.79,-0.154,-41.432,3.099,-0.132
-6.348,-0.505,-0.121,-30.181,5.787,-0.182
-30.181,5.787,-0.182,1.829,6.308,-0.018
-52.308,4.614,-0.019,-30.949,5.907,-0.185
-50.247,4.791,-0.061,1.829,6.308,-0.018
-45.581,-1.981,-0.122,-44.041,5.972,-0.136
-0.049,-0.271,-0.051,-45.525,4.689,-0.098
-45.525,4.689,-0.098,-12.094,6.155,-0.194
-5.527,6.18,-0.157,-45.173,-6.468,-0.114
-2.512,6.198,-0.127,-34.448,5.981,-0.157
-45.462,0.132,-0.127,-30.949,5.907,-0.185
0.235,2.41,-0.055,-3.67,-3.343,-0.06
-52.308,4.614,-0.019,-24.387,5.692,-0.199
-3.67,-3.343,-0.06,-30.181,5.787,-0.182
-6.259,2.326,-0.122,-45.525,4.689,-0.098
-50.247,4.791,-0.061,2.864,7.641,0.01
-2.965,-3.366,-0.076,-42.051,2.107,-0.143
-42.108,5.055,-0.136,-49.324,5.079,-0.055
-41.542,5.07,-0.16,-17.93,5.84,-0.195
-5.527,6.18,-0.157,-24.39,5.691,-0.2
0.323,3.36,-0.067,-42.108,5.055,-0.136
0.219,6.036,-0.069,-50.247,4.791,-0.061
-3.67,-3.343,-0.06,-3.177,2.275,-0.093
-42.29,-1.353,-0.139,-38.033,5.899,-0.181
0.235,2.41,-0.055,-43.161,-9.204,-0.119
-9.027,6.08,-0.181,-34.448,5.981,-0.157
-16.592,6.023,-0.189,-24.39,5.691,-0.2
-3.67,-3.343,-0.06,-46.621,4.699,-0.121
-52.253,5.02,-0.025,-24.387,5.692,-0.199
-6.259,2.326,-0.122,-41.432,3.099,-0.132
0.204,-3.109,-0.028,0.333,4.039,-0.067
0.223,11.842,-0.404,-8.269,4.733,-0.416
-5.653,-0.166,-0.398,-11.385,1.609,-0.413
-6.594,7.714,-0.415,-8.583,-0.987,-0.387
-0.452,9.198,-0.391,-9.972,-1.05,-0.381
-3.398,2.641,-0.421,1.282,13.244,-0.369
-6.529,11.309,-0.394,-6.883,-0.922,-0.386
-5.189,12.996,-0.376,-6.457,3.447,-0.421
-4.942,6.824,-0.425,-8.583,-0.987,-0.387
-8.604,7.074,-3.079,-1.315,10.006,-3.063
-4.942,6.824,-0.425,-6.883,-0.922,-0.386
-4.942,6.824,-0.425,-6.369,0.606,-0.41
-1.986,2.696,-3.041,-3.457,9.107,-3.064
-3.039,11.735,-0.412,-8.982,0.828,-0.413
-3.039,11.735,-0.412,-10.458,2.991,-0.407
-2.104,6.18,-0.393,2.108,9.925,-0.392
-3.039,11.735,-0.412,-9.079,6.621,-0.408
0.223,11.842,-0.404,-8.583,-0.987,-0.387
-3.394,3.398,-0.424,-10.507,4.09,-0.424
0.338,8.533,-0.39,-6.457,3.447,-0.421
-1.876,10.46,-0.413,-8.982,0.828,-0.413
-0.631,3.524,-0.404,-0.452,9.198,-0.391
-4.725,11.7,-0.401,-6.369,0.606,-0.41
-3.394,3.398,-0.424,0.223,11.842,-0.404
-3.394,3.398,-0.424,-9.353,10.988,-0.371
-5.004,-0.823,-0.387,-11.425,-0.256,-0.383
-11.385,1.609,-0.413,-10.645,6.896,-0.395
-0.631,3.524,-0.404,-11.425,-0.256,-0.383
-1.783,5.475,-3.057,-0.05,10.837,-3.033
-2.135,4.606,-0.412,-3.039,11.735,-0.412
-4.898,2.654,-0.426,1.282,13.244,-0.369
-4.725,11.7,-0.401,0.916,10.537,-0.405
-2.135,4.606,-0.412,-6.529,11.309,-0.394
-2.104,6.18,-0.393,-5.189,12.996,-0.376
-4.942,6.824,-0.425,-8.864,3.126,-0.423
1.78,8.571,-0.389,-5.189,12.996,-0.376
-3.039,11.735,-0.412,-11.385,1.609,-0.413
-0.074,0.03,-3.005,-1.315,10.006,-3.063
-1.922,1.712,-3.019,-3.355,8.275,-3.075
0.338,8.533,-0.39,-11.385,1.609,-0.413
-2.135,4.606,-0.412,-4.725,11.7,-0.401
-4.382,8.252,-3.098,-0.05,10.837,-3.033
-2.104,6.18,-0.393,-8.428,10.981,-0.38
-0.452,9.198,-0.391,-11.385,1.609,-0.413
-8.428,10.981,-0.38,-0.452,9.198,-0.391
-0.631,3.524,-0.404,-4.942,6.824,-0.425
-2.135,4.606,-0.412,-8.213,12.808,-0.362
0.869,4.29,-3.038,-9.591,7.064,-3.083
-6.594,7.714,-0.415,-0.452,9.198,-0.391
-1.337,11.812,-0.411,-8.269,4.733,-0.416
-6.594,7.714,-0.415,0.223,11.842,-0.404
-3.394,3.398,-0.424,-9.972,-1.05,-0.381
1.282,13.244,-0.369,-9.079,6.621,-0.408
-6.529,11.309,-0.394,2.108,9.925,-0.392
-6.529,11.309,-0.394,-5.004,-0.823,-0.387
-3.398,2.641,-0.421,1.78,8.571,-0.389
-3.394,3.398,-0.424,-3.039,11.735,-0.412
-2.494,9.055,-3.076,-8.604,7.074,-3.079
-8.428,10.981,-0.38,-8.583,-0.987,-0.387
0.338,8.533,-0.39,-5.653,-0.166,-0.398
-1.086,7.498,-3.252,-11.239,7.062,-3.073
-1.337,11.812,-0.411,-8.982,0.828,-0.413
-2.104,6.18,-0.393,-10.645,6.896,-0.395
-2.64,9.542,-0.405,-5.004,-0.823,-0.387
-4.942,6.824,-0.425,-1.337,11.812,-0.411
-1.922,1.712,-3.019,-4.382,8.252,-3.098
-8.428,10.981,-0.38,1.282,13.244,-0.369
-1.962,7.576,-3.069,-8.604,7.074,-3.079
-1.763,2.831,-0.415,-5.189,12.996,-0.376
-2.64,9.542,-0.405,-10.645,6.896,-0.395
2.108,9.925,-0.392,-10.676,5.298,-0.408
2.108,9.925,-0.392,-6.883,-0.922,-0.386
-4.942,6.824,-0.425,-10.507,4.09,-0.424
-4.725,11.7,-0.401,2.108,9.925,-0.392
-0.631,3.524,-0.404,-1.876,10.46,-0.413
-2.64,9.542,-0.405,-10.507,4.09,-0.424
-0.632,4.297,-3.041,-1.315,10.006,-3.063
-3.394,3.398,-0.424,-9.079,6.621,-0.408
-4.884,4.546,-0.43,-1.876,10.46,-0.413
1.78,8.571,-0.389,-5.653,-0.166,-0.398
0.338,8.533,-0.39,-5.004,-0.823,-0.387
-8.213,12.808,-0.362,-5.114,1.513,-0.426
-8.417,9.512,-0.391,1.78,8.571,-0.389
-5.114,1.513,-0.426,-10.645,6.896,-0.395
-6.529,11.309,-0.394,-5.653,-0.166,-0.398
-5.189,12.996,-0.376,-10.507,4.09,-0.424
-1.763,2.831,-0.415,1.282,13.244,-0.369
-1.876,10.46,-0.413,-6.369,0.606,-0.41
-4.898,2.654,-0.426,-11.425,-0.256,-0.383
-1.986,2.696,-3.041,-8.604,7.074,-3.079
-2.104,6.18,-0.393,-8.583,-0.987,-0.387
-1.986,2.696,-3.041,-2.494,9.055,-3.076
-3.398,2.641,-0.421,-6.529,11.309,-0.394
-8.438,7.842,-0.407,-2.64,9.542,-0.405
-0.452,9.198,-0.391,-9.353,10.988,-0.371
-4.898,2.654,-0.426,-9.353,10.988,-0.371
-8.417,9.512,-0.391,-8.864,3.126,-0.423
-5.004,-0.823,-0.387,-10.676,5.298,-0.408
-4.898,2.654,-0.426,-1.876,10.46,-0.413
-4.884,4.546,-0.43,0.916,10.537,-0.405
-10.458,2.991,-0.407,-9.353,10.988,-0.371
2.852,-0.261,-5.007,0.87,6.218,-5.005
2.774,-1.697,2.578,2.788,5.609,2.583
-0.021,-0.011,-5.009,0.87,6.218,-5.005
3.221,2.78,2.592,-0.779,6.228,2.554
1.018,3.22,2.571,2.774,-1.697,2.578
2.852,-0.261,-5.007,1.334,6.647,-5.004
2.774,-1.697,2.578,2.753,3.605,2.587
3.074,0.52,2.571,2.788,5.609,2.583
0.87,6.218,-5.005,3.249,0.213,-4.964
2.727,-0.895,-0.132,1.789,5.932,-0.124
2.774,-1.697,2.578,-0.779,6.228,2.554
3.011,1.164,-5.009,0.87,6.218,-5.005
0.086,0.197,2.571,0.871,5.418,2.543
2.78,1.136,-0.141,1.097,6.176,-0.119
0.325,0.423,-0.137,1.097,6.176,-0.119
2.727,-0.895,-0.132,1.097,6.176,-0.119
2.78,1.136,-0.141,-0.802,5.389,-0.112
3.306,1.448,2.573,0.221,5.548,2.545
2.852,-0.261,-5.007,0.186,5.186,-5.006
0.87,6.218,-5.005,2.563,0.435,-4.967
0.379,-1.372,-0.132,0.748,7.581,-0.114
3.074,0.52,2.571,-0.229,6.65,2.542
0.379,-1.372,-0.132,3.033,6.799,-0.116
2.727,-0.895,-0.132,3.859,3.981,-0.119
0.379,-1.372,-0.132,0.725,4.66,-0.114
0.086,0.197,2.571,0.221,5.548,2.545
2.014,1.454,-0.138,0.748,7.581,-0.114
-0.332,-1.816,2.575,3.971,4.715,2.636
3.306,1.448,2.573,-0.229,6.65,2.542
2.727,-0.895,-0.132,3.033,6.799,-0.116
0.186,5.186,-5.006,3.249,0.213,-4.964
-0.332,-1.816,2.575,2.788,5.609,2.583
2.727,-0.895,-0.132,3.177,5.946,-0.123
0.379,-1.372,-0.132,1.097,6.176,-0.119
0.325,0.423,-0.137,3.177,5.946,-0.123
-0.332,-1.816,2.575,-0.229,6.65,2.542
0.325,0.423,-0.137,0.748,7.581,-0.114
-0.332,-1.816,2.575,1.957,5.437,2.539
0.086,0.197,2.571,2.788,5.609,2.583
1.185,1.605,-4.999,1.334,6.647,-5.004
0.379,-1.372,-0.132,-0.802,5.389,-0.112
-0.332,-1.816,2.575,0.871,5.418,2.543
2.774,-1.697,2.578,3.971,4.715,2.636
0.325,0.423,-0.137,3.033,6.799,-0.116
2.78,1.136,-0.141,3.033,6.799,-0.116
3.074,0.52,2.571,1.957,5.437,2.539
2.78,1.136,-0.141,0.748,7.581,-0.114
1.334,6.647,-5.004,2.563,0.435,-4.967
2.727,-0.895,-0.132,0.748,7.581,-0.114
-0.332,-1.816,2.575,2.753,3.605,2.587
2.014,1.454,-0.138,3.033,6.799,-0.116
0.325,0.423,-0.137,3.859,3.981,-0.119
0.086,0.197,2.571,-0.229,6.65,2.542
0.379,-1.372,-0.132,3.859,3.981,-0.119
3.011,1.164,-5.009,1.334,6.647,-5.004
2.551,-0.05,-5.013,1.334,6.647,-5.004
0.325,0.423,-0.137,-0.802,5.389,-0.112
2.774,-1.697,2.578,0.871,5.418,2.543
-0.332,-1.816,2.575,3.221,2.78,2.592
-0.021,-0.011,-5.009,0.186,5.186,-5.006
1.018,3.22,2.571,-0.332,-1.816,2.575
2.551,-0.05,-5.013,0.87,6.218,-5.005
0.379,-1.372,-0.132,3.177,5.946,-0.123
-0.332,-1.816,2.575,-0.779,6.228,2.554
-0.021,-0.011,-5.009,1.334,6.647,-5.004
-0.332,-1.816,2.575,3.403,3.496,2.591
3.074,0.52,2.571,0.871,5.418,2.543
2.852,-0.261,-5.007,1.364,4.674,-5.004
0.325,0.423,-0.137,1.789,5.932,-0.124
3.221,2.78,2.592,-0.229,6.65,2.542
3.306,1.448,2.573,-0.779,6.228,2.554
1.334,6.647,-5.004,3.249,0.213,-4.964
0.086,0.197,2.571,1.957,5.437,2.539
0.379,-1.372,-0.132,1.789,5.932,-0.124
2.774,-1.697,2.578,-0.229,6.65,2.542
2.551,-0.05,-5.013,0.186,5.186,-5.006
3.074,0.52,2.571,-0.779,6.228,2.554
3.074,0.52,2.571,0.221,5.548,2.545
2.774,-1.697,2.578,3.403,3.496,2.591
0.186,5.186,-5.006,2.563,0.435,-4.967
2.774,-1.697,2.578,0.221,5.548,2.545
-0.332,-1.816,2.575,0.221,5.548,2.545
2.774,-1.697,2.578,1.957,5.437,2.539
1.195,1.7,2.576,-0.229,6.65,2.542
2.727,-0.895,-0.132,-0.802,5.389,-0.112
0.086,0.197,2.571,-0.779,6.228,2.554
2.727,-0.895,-0.132,0.725,4.66,-0.114
0.379,-1.372,-0.132,2.273,3.874,-0.125
0.086,0.197,2.571,3.971,4.715,2.636
3.403,3.496,2.591,-0.779,6.228,2.554
3.971,4.715,2.636,-0.779,6.228,2.554
1.195,1.7,2.576,-0.779,6.228,2.554
2.727,-0.895,-0.132,0.164,3.312,-0.103
3.011,1.164,-5.009,0.186,5.186,-5.006
2.78,1.136,-0.141,1.789,5.932,-0.124
-0.332,-1.816,2.575,3.306,1.448,2.573
-0.021,-0.011,-5.009,1.364,4.674,-5.004
2.551,-0.05,-5.013,1.364,4.674,-5.004
3.859,3.981,-0.119,-0.802,5.389,-0.112
1.364,4.674,-5.004,3.249,0.213,-4.964
5.914,0.759,-3.569,1.715,-2.503,-3.718
5.898,3.707,-3.59,3.44,-3.693,-3.688
1.071,-5.126,-3.626,1.456,5.45,-3.596
5.898,3.707,-3.59,-1.633,-3.34,-3.619
14.902,0.003,-0.076,7.137,3.478,-0.188
7.166,2.713,-0.175,10.305,-4.911,-0.142
11.927,-0.808,-0.073,4.635,3.698,-0.132
13.269,-3.931,-0.076,7.703,-2.752,-0.136
-2.068,-5.171,-0.082,-1.581,2.779,-0.127
4.257,0.759,-3.596,1.456,5.45,-3.596
2.665,5.397,-3.597,1.715,-2.503,-3.718
11.377,2.728,-3.599,2.691,4.267,-3.6
19.682,-0.476,-0.174,10.27,-1.466,-0.134
5.755,-3.099,-3.597,5.867,4.633,-3.598
5.822,5.351,-3.593,0.331,-1.606,-3.613
13.259,-0.877,-0.073,5.17,4.83,-0.127
7.405,2.119,-3.594,12.874,-0.281,-3.632
9.44,0.256,-3.578,4.243,5.393,-3.594
7.703,-2.752,-0.136,4.828,2.868,-0.153
3.44,-3.693,-3.688,13.258,1.078,-3.596
15.262,-4.071,-0.072,7.137,3.478,-0.188
-1.633,-3.34,-3.619,-2.212,5.327,-3.598
11.927,-0.808,-0.073,6.783,5.162,-0.178
-1.204,-5.253,-0.071,-0.988,4.719,-0.135
10.794,-0.925,-3.61,2.28,-0.029,-3.612
10.294,-3.734,-0.137,5.81,0.641,-0.121
-2.068,-5.171,-0.082,-0.327,5.318,-0.123
19.612,1.26,-0.223,10.152,-2.494,-0.139
16.9,0.114,-0.089,13.269,-3.931,-0.076
16.9,0.114,-0.089,6.875,4.372,-0.253
7.99,-1.57,-3.573,1.071,-5.126,-3.626
19.612,1.26,-0.223,10.477,4.735,-0.106
19.612,1.26,-0.223,7.703,-2.752,-0.136
4.141,0.894,-3.569,10.968,-4.522,-3.604
7.703,-2.752,-0.136,14.507,-0.41,-0.126
5.755,-3.099,-3.597,12.874,-0.281,-3.632
17.243,-4.082,-0.075,10.152,-2.494,-0.139
6.875,4.372,-0.253,10.294,-3.734,-0.137
11.442,3.856,-0.107,10.305,-4.911,-0.142
15.298,-2.441,-0.083,10.404,2.467,-0.1
7.885,-3.597,-3.598,4.28,2.155,-3.595
11.488,2.763,-3.575,2.665,5.397,-3.597
-0.451,-3.48,-0.118,-0.41,2.099,-0.125
7.17,0.715,-0.101,10.294,-3.734,-0.137
2.604,3.763,-3.588,-1.614,-5.312,-3.616
